customer_id,customer_name,email,registration_date,customer_type
CUST_897EEE15,Grace Anderson,grace.anderson@example.com,2020-05-12,REGULAR
CUST_83504208,Charlie Brown,charlie.brown@example.com,2025-03-20,REGULAR
CUST_E6EC00A7,Grace Brown,grace.brown@example.com,2022-06-22,REGULAR
CUST_13C13692,Henry Taylor,henry.taylor@example.com,2020-08-23,PREMIUM
CUST_276CF722,Alice Smith,alice.smith@example.com,2023-08-05,PREMIUM
CUST_862F4250,John Wilson,john.wilson@example.com,2022-11-22,REGULAR
CUST_50416614,John Anderson,john.anderson@example.com,2024-01-18,REGULAR
CUST_918C6EF7,Henry Anderson,henry.anderson@example.com,2022-04-17,PREMIUM
CUST_0F11B50B,Alice Smith,alice.smith@example.com,2024-01-13,REGULAR
CUST_F97AA168,John Smith,john.smith@example.com,2025-10-22,PREMIUM
CUST_E171893F,Bob Moore,bob.moore@example.com,2020-11-27,PREMIUM
CUST_139F7AD6,Alice Wilson,alice.wilson@example.com,2024-03-06,PREMIUM
CUST_6965BCA1,Alice Doe,alice.doe@example.com,2021-12-27,PREMIUM
CUST_CBB04995,Frank Smith,frank.smith@example.com,2025-08-29,VIP
CUST_2F14C002,Charlie Johnson,charlie.johnson@example.com,2022-11-20,REGULAR
CUST_E18236AB,Charlie Anderson,charlie.anderson@example.com,2020-12-30,REGULAR
CUST_29C69508,Grace Wilson,grace.wilson@example.com,2025-01-29,PREMIUM
CUST_00715BCA,Charlie Doe,charlie.doe@example.com,2024-02-16,REGULAR
CUST_FAA3849B,John Doe,john.doe@example.com,2025-05-05,REGULAR
CUST_5AB87342,Eve Brown,eve.brown@example.com,2026-03-26,PREMIUM
CUST_CFF6895F,John Anderson,john.anderson@example.com,2021-12-03,REGULAR
CUST_9B33FF06,Grace Johnson,grace.johnson@example.com,2023-08-30,REGULAR
CUST_C8669FBF,Eve Smith,eve.smith@example.com,2023-10-30,PREMIUM
CUST_2151CD76,Bob Johnson,bob.johnson@example.com,2020-04-28,REGULAR
CUST_991DA20C,Bob Wilson,bob.wilson@example.com,2021-03-06,REGULAR
CUST_F11E8723,Diana Brown,diana.brown@example.com,2020-06-22,REGULAR
CUST_EC87EEDE,Jane Anderson,jane.anderson@example.com,2024-08-02,REGULAR
CUST_9B45BD3F,Frank Doe,frank.doe@example.com,2025-07-26,REGULAR
CUST_F72D3C9D,Jane Moore,jane.moore@example.com,2024-04-19,REGULAR
CUST_8DF2BD62,Frank Wilson,frank.wilson@example.com,2025-07-15,PREMIUM
CUST_C2F22C61,Grace Moore,grace.moore@example.com,2024-03-02,PREMIUM
CUST_E7D6A752,Jane Smith,jane.smith@example.com,2022-06-26,REGULAR
CUST_FBE58FAD,Grace Wilson,grace.wilson@example.com,2023-11-11,REGULAR
CUST_72F2959A,Bob Johnson,bob.johnson@example.com,2026-03-17,REGULAR
CUST_296886BA,Bob Davis,bob@,2025-11-25,VIP
CUST_78B1BE25,Frank Brown,frank.brown@example.com,2020-05-18,PREMIUM
CUST_8D41A6EB,Diana Brown,diana.brown@example.com,2026-03-21,REGULAR
CUST_50E6EB16,Alice Brown,alice.brown@example.com,2025-01-16,REGULAR
CUST_E5EDF3CD,Diana Brown,diana.brown@example.com,2022-07-25,VIP
CUST_66544B14,Frank Doe,frank.doe@example.com,2024-12-30,REGULAR
CUST_A01948A9,Eve Smith,eve.smith@example.com,2026-02-28,VIP
CUST_31EB6943,Charlie Moore,charlie.moore@example.com,2022-02-18,REGULAR
CUST_C4221846,Alice Doe,alice.doe@example.com,2023-10-11,PREMIUM
CUST_3DDFB41F,Henry Brown,henry.brown@example.com,2023-07-04,REGULAR
CUST_5B6AFE94,Charlie Doe,charlie.doe@example.com,2023-05-11,REGULAR
CUST_2AD84611,Eve Anderson,eve.anderson@example.com,2023-05-17,VIP
CUST_DBF3CEB8,Frank Miller,frank.miller@example.com,2026-06-29,REGULAR
CUST_62329E92,Henry Wilson,henry.wilson@example.com,2022-04-16,REGULAR
CUST_AB41F9F8,Eve Wilson,eve.wilson@example.com,2023-11-30,REGULAR
CUST_8BCA1AC3,Bob Miller,bob.miller@example.com,2025-04-03,PREMIUM
CUST_0C5DEB1C,Charlie Johnson,charlie@,2026-03-01,VIP
CUST_9514BC75,Eve Brown,eve.brown@example.com,2025-05-18,REGULAR
CUST_75D6CAD7,Frank Wilson,frank.wilson@example.com,2023-08-07,REGULAR
CUST_9BAA8A02,Frank Johnson,frank.johnson@example.com,2024-05-14,PREMIUM
CUST_9AC738A3,Henry Smith,henry.smith@example.com,2024-12-06,VIP
CUST_35926AEE,Henry Miller,henry.miller@example.com,2026-07-10,REGULAR
CUST_D5770563,Alice Anderson,alice.anderson@example.com,2021-09-11,VIP
CUST_AED0DE3E,Charlie Miller,charlie.miller@example.com,2024-01-19,PREMIUM
CUST_635B2D5C,Alice Wilson,alice.wilson@example.com,2026-05-10,REGULAR
CUST_37D401A9,Henry Smith,henry.smith@example.com,2023-09-28,PREMIUM
CUST_5297234D,John Smith,john.smith@example.com,2021-09-05,REGULAR
CUST_64120ADE,Charlie Davis,charlie.davis@example.com,2024-11-01,PREMIUM
CUST_5B0900D3,Diana Brown,diana.brown@example.com,2021-08-30,PREMIUM
CUST_3D169A7C,Grace Johnson,grace.johnson@example.com,2020-05-16,PREMIUM
CUST_D2092E88,Eve Miller,eve.miller@example.com,2021-12-20,PREMIUM
CUST_FEB93E9F,Grace Miller,grace.miller@example.com,2021-05-03,REGULAR
CUST_2791E426,Grace Taylor,grace.taylor@example.com,2020-06-22,REGULAR
CUST_700BF9DF,Diana Davis,diana.davis@example.com,2021-12-24,REGULAR
CUST_F7AB80BE,Grace Anderson,grace.anderson@example.com,2024-11-20,PREMIUM
CUST_B84BA90C,Eve Moore,eve.moore@example.com,2020-08-14,REGULAR
CUST_AB1C869B,John Johnson,john.johnson@example.com,2026-04-04,PREMIUM
CUST_8EF03893,Grace Davis,grace.davis@example.com,2025-12-06,REGULAR
CUST_D1773CED,Charlie Davis,charlie.davis@example.com,2021-05-10,REGULAR
CUST_060C55F8,Diana Taylor,diana.taylor@example.com,2025-08-02,REGULAR
CUST_6EE3B608,Charlie Davis,charlie.davis@example.com,2025-11-29,REGULAR
CUST_75B34132,Grace Miller,grace.miller@example.com,2023-05-21,REGULAR
CUST_A2235E63,Henry Miller,henry.miller@example.com,2020-03-20,REGULAR
CUST_9BBF1E61,Alice Brown,alice.brown@example.com,2023-03-18,PREMIUM
CUST_D1D27CA8,Grace Brown,gracebrownexample.com,2026-01-30,REGULAR
CUST_4E3837CF,Charlie Johnson,charlie.johnson@example.com,2021-01-24,REGULAR
CUST_C83A6215,Alice Smith,alice.smith@example.com,2021-08-06,REGULAR
CUST_2221C10E,Grace Anderson,grace.anderson@example.com,2021-06-23,REGULAR
CUST_84D6BEAE,Grace Brown,grace.brown@example.com,2024-01-07,REGULAR
CUST_79C05F3E,Alice Johnson,alice.johnson@example.com,2020-12-27,PREMIUM
CUST_AB59B040,John Taylor,john.taylor@example.com,2021-09-02,REGULAR
CUST_CFC33AD5,Frank Johnson,frank.johnson@example.com,2024-01-28,REGULAR
CUST_888831D1,Alice Taylor,alice.taylor@example.com,2025-12-05,REGULAR
CUST_40E540A5,Charlie Davis,charlie.davis@example.com,2021-01-14,PREMIUM
CUST_73E9DFB1,Bob Brown,bob.brown@example.com,2024-11-30,VIP
CUST_8087F210,Diana Miller,diana.miller@example.com,2022-12-15,PREMIUM
CUST_E279CA2B,Alice Anderson,alice.anderson@example.com,2024-04-27,REGULAR
CUST_EA2CE103,Eve Taylor,eve.taylor@example.com,2023-05-05,PREMIUM
CUST_803ACBB7,Frank Taylor,frank.taylor@example.com,2020-11-24,REGULAR
CUST_A0FF5B2C,Charlie Brown,charlie.brown@example.com,2020-05-03,REGULAR
CUST_7ACE0DBA,Charlie Davis,charlie.davis@example.com,2022-03-09,REGULAR
CUST_57AAB78C,Diana Davis,diana.davis@example.com,2021-03-15,REGULAR
CUST_BA08582C,Alice Doe,alice.doe@example.com,2021-07-19,PREMIUM
CUST_02BB0193,Grace Anderson,grace.anderson@example.com,2020-02-07,REGULAR
CUST_9D1631FD,Diana Taylor,diana.taylor@example.com,2024-03-28,PREMIUM
CUST_FB39FCC4,Alice Doe,alice.doe@example.com,2025-04-29,REGULAR
CUST_3453C7E5,Bob Wilson,bob.wilson@example.com,2025-05-19,REGULAR
CUST_E494BBA3,John Miller,john.miller@example.com,2025-05-22,REGULAR
CUST_F27170F9,Charlie Doe,charlie.doe@example.com,2025-09-09,REGULAR
CUST_86F4741C,Eve Miller,eve.miller@example.com,2021-04-22,REGULAR
CUST_C23D85E9,Grace Brown,grace.brown@example.com,2026-04-09,REGULAR
CUST_BF2DC93D,Henry Doe,henry.doe@example.com,2022-11-29,PREMIUM
CUST_45504211,Diana Brown,diana.brown@example.com,2022-09-20,VIP
CUST_E357F7BF,Bob Smith,bob.smith@example.com,2023-09-25,PREMIUM
CUST_5CE53D4D,Charlie Anderson,charlie.anderson@example.com,2021-02-11,PREMIUM
CUST_9958165D,Frank Taylor,frank.taylor@example.com,2021-12-31,PREMIUM
CUST_7AFAA27C,Charlie Smith,charlie.smith@example.com,2026-06-25,VIP
CUST_59B5F65E,Diana Doe,diana.doe@example.com,2021-09-16,REGULAR
CUST_A359E99D,Henry Brown,henry.brown@example.com,2021-12-31,REGULAR
CUST_1046EC74,Frank Taylor,frank.taylor@example.com,2023-05-03,VIP
CUST_6C5497CC,Frank Smith,frank.smith@example.com,2020-12-04,REGULAR
CUST_13D63B19,Eve Miller,eve.miller@example.com,2022-03-18,REGULAR
CUST_72E8A8E1,Charlie Davis,charlie.davis@example.com,2022-11-19,REGULAR
CUST_AF15871B,Diana Taylor,diana.taylor@example.com,2024-05-02,PREMIUM
CUST_FB457CFF,Henry Miller,henry.miller@example.com,2023-11-26,REGULAR
CUST_5656213F,Grace Johnson,grace.johnson@example.com,2021-08-20,REGULAR
CUST_625E0614,Bob Moore,bob.moore@example.com,2024-03-06,REGULAR
CUST_2D6C5C5F,Jane Brown,jane.brown@example.com,2026-02-09,REGULAR
CUST_DDE65633,Diana Anderson,diana.anderson@example.com,2025-01-17,REGULAR
CUST_55E99223,Charlie Taylor,charlie.taylor@example.com,2023-06-25,REGULAR
CUST_29B937E9,John Wilson,john.wilson@example.com,2023-02-06,PREMIUM
CUST_676D3797,John Brown,john.brown@example.com,2026-06-06,REGULAR
CUST_0A274A88,John Smith,john.smith@example.com,2025-04-27,REGULAR
CUST_D53D8E1B,Eve Smith,eve.smith@example.com,2025-11-15,REGULAR
CUST_D1106961,Henry Anderson,henry.anderson@example.com,2023-06-21,REGULAR
CUST_160E2162,Grace Miller,grace.miller@example.com,2022-10-10,REGULAR
CUST_6A0274A8,Eve Smith,eve.smith@example.com,2025-06-02,VIP
CUST_54A606DF,Alice Johnson,alice.johnson@example.com,2021-01-03,REGULAR
CUST_94E401E4,John Brown,john.brown@example.com,2025-08-09,VIP
CUST_961416E7,Eve Davis,evedavisexample.com,2022-12-16,PREMIUM
CUST_AFDCEDC5,Alice Doe,alice.doe@example.com,2022-06-24,PREMIUM
CUST_4FDC06D3,Alice Moore,alice.moore@example.com,2022-04-17,REGULAR
CUST_8132AD59,Eve Brown,eve.brown@example.com,2021-12-31,REGULAR
CUST_13E7CC0B,Alice Johnson,alice.johnson@example.com,2020-11-08,REGULAR
CUST_0748E419,Alice Doe,alice.doe@example.com,2020-08-22,PREMIUM
CUST_968AA0C9,Diana Doe,diana.doe@example.com,2020-02-23,REGULAR
CUST_AE595958,Henry Miller,henry.miller@example.com,2020-10-06,REGULAR
CUST_9AB88CAB,Diana Brown,diana.brown@example.com,2025-12-22,PREMIUM
CUST_7EA295C0,Jane Anderson,jane.anderson@example.com,2023-11-08,REGULAR
CUST_3A7C6E72,John Brown,john.brown@example.com,2025-12-05,PREMIUM
CUST_3F50FC7B,Frank Wilson,frank.wilson@example.com,2021-09-22,PREMIUM
CUST_EB84B5F3,Diana Doe,diana.doe@example.com,2024-12-29,REGULAR
CUST_803D96E1,Frank Taylor,frank.taylor@example.com,2025-06-24,REGULAR
CUST_B7721A09,Jane Miller,jane.miller@example.com,2022-02-03,REGULAR
CUST_DC74036D,Frank Doe,frank.doe@example.com,2020-08-28,REGULAR
CUST_CD5E8AEB,Charlie Moore,charlie.moore@example.com,2026-01-14,REGULAR
CUST_48549A02,John Johnson,john.johnson@example.com,2026-04-13,REGULAR
CUST_808BF09B,Frank Davis,frank.davis@example.com,2024-01-22,REGULAR
CUST_B9F1DB75,Diana Brown,diana.brown@example.com,2023-02-23,REGULAR
CUST_E5E14E38,Frank Brown,frank@,2023-12-02,REGULAR
CUST_5BC57BF1,Alice Taylor,alice.taylor@example.com,2020-10-04,REGULAR
CUST_64CD0F30,Frank Anderson,frank.anderson@example.com,2025-08-15,REGULAR
CUST_332E225A,Charlie Doe,charlie.doe@example.com,2026-02-15,PREMIUM
CUST_26E33EB6,Bob Miller,bob.miller@example.com,2024-10-27,REGULAR
CUST_3E58BC7D,Charlie Davis,charlie.davis@example.com,2023-03-09,REGULAR
CUST_180B594B,Charlie Moore,charlie.moore@example.com,2021-09-28,PREMIUM
CUST_0208A400,Charlie Johnson,charlie.johnson@example.com,2024-11-30,VIP
CUST_4C239FC7,Jane Doe,jane.doe@example.com,2025-02-08,PREMIUM
CUST_155CBD10,Bob Doe,bob.doe@example.com,2025-08-11,PREMIUM
CUST_78A2C7D9,Diana Smith,diana.smith@example.com,2020-06-14,VIP
CUST_C963B7CF,Henry Doe,henry.doe@example.com,2022-01-11,REGULAR
CUST_BFEC85E7,Jane Doe,jane.doe@example.com,2026-02-17,REGULAR
CUST_95857AB0,Frank Miller,frank.miller@example.com,2024-02-17,REGULAR
CUST_7F73C123,Bob Brown,bob.brown@example.com,2026-03-12,REGULAR
CUST_96FE5212,Diana Smith,diana.smith@example.com,2025-01-20,VIP
CUST_21FD7C3E,Alice Davis,alice.davis@example.com,2020-08-15,REGULAR
CUST_D94D2EC4,John Doe,john.doe@example.com,2023-10-03,PREMIUM
CUST_89C57F8C,Henry Wilson,henry.wilson@example.com,2024-03-20,REGULAR
CUST_2EEEE2AD,Frank Taylor,frank.taylor@example.com,2023-06-23,REGULAR
CUST_7858FC87,Eve Doe,eve.doe@example.com,2022-06-12,PREMIUM
CUST_21586339,Diana Anderson,diana.anderson@example.com,2023-09-11,VIP
CUST_6B5CC61F,Alice Brown,alice.brown@example.com,2025-02-28,PREMIUM
CUST_6568BB80,Eve Davis,eve.davis@example.com,2024-08-24,PREMIUM
CUST_30495784,Frank Taylor,frank.taylor@example.com,2024-11-30,REGULAR
CUST_9ED61FDF,Eve Moore,eve.moore@example.com,2020-01-22,REGULAR
CUST_C058D917,Charlie Doe,charlie.doe@example.com,2020-01-23,REGULAR
CUST_95D66FC6,Eve Anderson,eve.anderson@example.com,2023-09-23,REGULAR
CUST_1233EED5,Eve Anderson,eve.anderson@example.com,2023-04-16,VIP
CUST_619853C2,Diana Moore,diana.moore@example.com,2023-01-17,REGULAR
CUST_3057585D,Eve Smith,eve.smith@example.com,2021-05-28,REGULAR
CUST_17750117,Eve Wilson,eve.wilson@example.com,2023-02-28,REGULAR
CUST_1772ABC4,Alice Doe,alice.doe@example.com,2024-12-31,VIP
CUST_BA454103,Eve Miller,eve.miller@example.com,2024-02-18,VIP
CUST_5C45BFE4,Bob Davis,bob.davis@example.com,2021-12-07,REGULAR
CUST_24B4BB25,Eve Doe,eve.doe@example.com,2025-12-15,PREMIUM
CUST_8C17C337,Charlie Miller,charlie.miller@example.com,2023-07-24,PREMIUM
CUST_402B1092,Charlie Johnson,charlie.johnson@example.com,2022-06-19,PREMIUM
CUST_8D59408D,John Wilson,john.wilson@example.com,2023-03-31,VIP
CUST_FAE9CB6E,Grace Miller,grace.miller@example.com,2023-05-06,REGULAR
CUST_40964ED8,Alice Davis,alice.davis@example.com,2025-11-21,PREMIUM
CUST_F58A78E3,Charlie Johnson,charlie.johnson@example.com,2021-07-22,PREMIUM
CUST_46631B4B,Eve Smith,eve.smith@example.com,2020-07-19,REGULAR
CUST_CE7CCE56,Charlie Davis,charlie.davis@example.com,2025-06-17,REGULAR
CUST_C9946882,Bob Taylor,bob.taylor@example.com,2023-12-18,VIP
CUST_F880D4AA,Eve Brown,eve.brown@example.com,2023-06-27,PREMIUM
CUST_7D3486CB,Bob Smith,bob.smith@example.com,2024-03-09,REGULAR
CUST_DA95DD37,Charlie Wilson,charlie.wilson@example.com,2022-03-06,REGULAR
CUST_3128A9FC,Eve Anderson,eve.anderson@example.com,2020-11-27,REGULAR
CUST_FBE00BAE,Bob Wilson,bob.wilson@example.com,2025-08-30,PREMIUM
CUST_EA78BCB4,Grace Moore,grace.moore@example.com,2025-10-24,VIP
CUST_AAA6B1F9,Alice Wilson,alice.wilson@example.com,2020-04-16,REGULAR
CUST_C21EB853,Henry Doe,henry.doe@example.com,2022-07-24,REGULAR
CUST_9FE3B1FA,Bob Anderson,bob.anderson@example.com,2022-10-10,REGULAR
CUST_2DC12AFB,Diana Taylor,diana.taylor@example.com,2025-12-09,REGULAR
CUST_21FF39F3,John Brown,john.brown@example.com,2020-08-05,PREMIUM
CUST_F1D399ED,John Johnson,john.johnson@example.com,2021-06-16,REGULAR
CUST_90D5A05D,Bob Smith,bob.smith@example.com,2023-09-23,REGULAR
CUST_C759811F,Henry Wilson,henry.wilson@example.com,2026-02-21,VIP
CUST_EBBCCB8B,Henry Taylor,henry.taylor@example.com,2020-04-19,PREMIUM
CUST_DC2226D9,John Johnson,john.johnson@example.com,2021-09-06,REGULAR
CUST_6DAAAE3C,Bob Anderson,bob.anderson@example.com,2022-11-26,PREMIUM
CUST_831E0CEE,Frank Miller,frank.miller@example.com,2022-09-17,PREMIUM
CUST_6B2C5AE4,Henry Smith,henry.smith@example.com,2022-12-15,VIP
CUST_31331495,Diana Wilson,diana.wilson@example.com,2021-02-03,VIP
CUST_58195AC0,Charlie Taylor,charlie.taylor@example.com,2020-03-04,PREMIUM
CUST_4F25E91B,Charlie Anderson,charlie.anderson@example.com,2025-04-26,VIP
CUST_2A3DBF73,Charlie Moore,charlie.moore@example.com,2025-10-26,VIP
CUST_66D2DE54,Frank Anderson,frank.anderson@example.com,2021-09-02,REGULAR
CUST_1B0034FA,Diana Smith,diana.smith@example.com,2020-07-01,PREMIUM
CUST_1BF1FEB0,Grace Moore,grace.moore@example.com,2020-01-11,VIP
CUST_F1516BBE,Alice Johnson,alice.johnson@example.com,2024-07-25,PREMIUM
CUST_29F3F5EF,Diana Wilson,diana.wilson@example.com,2020-05-15,REGULAR
CUST_7557948A,Eve Anderson,eve.anderson@example.com,2025-10-17,PREMIUM
CUST_B710FBAC,Diana Smith,diana.smith@example.com,2022-04-14,REGULAR
CUST_F8459697,Henry Moore,henry.moore@example.com,2020-12-24,REGULAR
CUST_23482743,Frank Brown,frank.brown@example.com,2023-05-07,REGULAR
CUST_9318B45A,Diana Anderson,diana.anderson@example.com,2024-10-26,PREMIUM
CUST_E4F83CC3,John Anderson,john.anderson@example.com,2026-06-15,REGULAR
CUST_A2A305F0,Eve Smith,eve.smith@example.com,2021-07-16,REGULAR
CUST_99116A59,Jane Smith,jane.smith@example.com,2020-06-04,VIP
CUST_7E0F864C,Diana Davis,diana.davis@example.com,2024-04-03,REGULAR
CUST_C2BB9AB6,Bob Wilson,bob.wilson@example.com,2023-06-13,REGULAR
CUST_A4830EBB,John Wilson,john.wilson@example.com,2021-06-02,REGULAR
CUST_0B453CAC,John Brown,john.brown@example.com,2020-05-13,VIP
CUST_7C25E488,Henry Davis,henry.davis@example.com,2026-07-20,REGULAR
CUST_54DADEBD,Frank Miller,frank.miller@example.com,2023-06-27,REGULAR
CUST_3A047F62,Charlie Davis,charlie.davis@example.com,2022-07-01,VIP
CUST_F0C71692,Frank Anderson,frank.anderson@example.com,2020-02-21,REGULAR
CUST_E933E41B,Grace Taylor,grace.taylor@example.com,2026-05-23,REGULAR
CUST_538F241C,Frank Wilson,frank.wilson@example.com,2022-08-21,REGULAR
CUST_FA4495AF,Eve Davis,eve.davis@example.com,2022-10-21,VIP
CUST_22B948F5,Jane Davis,jane.davis@example.com,2021-04-15,REGULAR
CUST_896944DF,Henry Taylor,henrytaylorexample.com,2023-11-14,REGULAR
CUST_3EC0E3A5,Diana Smith,diana.smith@example.com,2024-05-09,REGULAR
CUST_F18FBBDE,Jane Moore,jane.moore@example.com,2024-02-18,PREMIUM
CUST_566634CB,Charlie Wilson,charlie.wilson@example.com,2021-06-21,VIP
CUST_4FB87BC8,Jane Moore,jane.moore@example.com,2024-03-03,REGULAR
CUST_87A4843A,Jane Moore,jane.moore@example.com,2020-11-06,REGULAR
CUST_2C90F912,Eve Johnson,eve.johnson@example.com,2023-09-01,PREMIUM
CUST_FE537637,Grace Brown,grace.brown@example.com,2021-10-09,PREMIUM
CUST_5A956B6D,Jane Taylor,jane.taylor@example.com,2022-06-04,REGULAR
CUST_9159E62C,Jane Brown,jane.brown@example.com,2023-09-07,PREMIUM
CUST_8F04CA95,Frank Anderson,frank.anderson@example.com,2024-07-27,PREMIUM
CUST_59BF4A81,John Taylor,john.taylor@example.com,2022-04-16,PREMIUM
CUST_CB38E718,Frank Taylor,frank.taylor@example.com,2022-05-25,REGULAR
CUST_F71DE2C9,Diana Miller,diana.miller@example.com,2024-03-16,REGULAR
CUST_F3CCBE9B,Frank Miller,frank.miller@example.com,2020-10-12,PREMIUM
CUST_5287AF0D,Grace Smith,grace.smith@example.com,2022-02-10,PREMIUM
CUST_521CA05B,Grace Miller,grace.miller@example.com,2021-12-01,REGULAR
CUST_04272FC3,Eve Taylor,eve.taylor@example.com,2020-03-30,REGULAR
CUST_0E7EFF2B,John Doe,john.doe@example.com,2023-03-14,REGULAR
CUST_D5E92A7C,Bob Johnson,bob.johnson@example.com,2025-11-06,REGULAR
CUST_927ED5E8,Jane Smith,jane.smith@example.com,2025-02-05,PREMIUM
CUST_4E490760,Grace Davis,grace.davis@example.com,2020-02-12,REGULAR
CUST_E91B9ACB,Grace Moore,grace.moore@example.com,2023-09-25,PREMIUM
CUST_58C2DFE0,Diana Brown,diana.brown@example.com,2025-12-29,REGULAR
CUST_B3DD9DE3,Charlie Moore,charlie.moore@example.com,2026-02-09,PREMIUM
CUST_CF519080,Bob Smith,bob.smith@example.com,2025-11-16,PREMIUM
CUST_E38C773D,Grace Doe,grace.doe@example.com,2025-01-12,PREMIUM
CUST_D6A4FC17,Grace Smith,grace.smith@example.com,2024-03-08,VIP
CUST_526DA0B4,Henry Doe,henry.doe@example.com,2025-12-06,REGULAR
CUST_F29FA74E,John Johnson,john.johnson@example.com,2020-07-09,REGULAR
CUST_DE2B30F1,Bob Brown,bob.brown@example.com,2020-10-01,PREMIUM
CUST_649BDDB3,Henry Anderson,henry.anderson@example.com,2024-09-04,REGULAR
CUST_0F0D0F05,Frank Wilson,frank.wilson@example.com,2025-05-22,REGULAR
CUST_0BF3FA22,Alice Wilson,alice.wilson@example.com,2024-03-24,PREMIUM
CUST_BEC6DA59,Charlie Smith,charlie.smith@example.com,2021-07-17,REGULAR
CUST_8463F485,Henry Brown,henry.brown@example.com,2023-11-17,VIP
CUST_D4085B32,Alice Brown,alice.brown@example.com,2024-05-09,REGULAR
CUST_1D119C7D,Alice Moore,alice.moore@example.com,2023-12-22,PREMIUM
CUST_3016BECA,Grace Taylor,grace.taylor@example.com,2023-02-11,REGULAR
CUST_02A7D842,Eve Miller,eve.miller@example.com,2021-08-13,VIP
CUST_49D1CA75,Alice Wilson,alice.wilson@example.com,2023-07-14,REGULAR
CUST_03318D89,Charlie Brown,charlie.brown@example.com,2025-12-21,PREMIUM
CUST_76266D92,Eve Johnson,eve.johnson@example.com,2022-10-08,PREMIUM
CUST_765DE9A1,Grace Wilson,grace.wilson@example.com,2021-02-08,REGULAR
CUST_979EF289,Jane Brown,jane.brown@example.com,2022-08-14,REGULAR
CUST_BDC4013D,Charlie Davis,charlie.davis@example.com,2022-09-08,PREMIUM
