customer_id,customer_name,email,registration_date,customer_type
CUST_580D84C6,Charlie Johnson,charlie.johnson@example.com,2020-10-08,REGULAR
CUST_D04C1B5D,Grace Davis,grace.davis@example.com,2025-12-06,REGULAR
CUST_1B771AB0,Jane Johnson,jane.johnson@example.com,2021-03-14,REGULAR
CUST_5C017641,Henry Brown,henry.brown@example.com,2022-04-13,REGULAR
CUST_98B10313,Frank Davis,frank.davis@example.com,2020-07-27,PREMIUM
CUST_8690951C,John Smith,john.smith@example.com,2021-06-19,PREMIUM
CUST_180B293E,Grace Wilson,grace.wilson@example.com,2021-04-03,VIP
CUST_55EA4C8D,Grace Smith,grace.smith@example.com,2026-07-13,REGULAR
CUST_DB638775,Charlie Miller,charlie.miller@example.com,2020-06-12,REGULAR
CUST_4BF801E0,Jane Miller,jane.miller@example.com,2024-07-22,VIP
CUST_D7D58BA7,Bob Johnson,bob.johnson@example.com,2021-12-26,PREMIUM
CUST_9642A807,Diana Wilson,diana.wilson@example.com,2022-10-13,PREMIUM
CUST_09F69DB0,Eve Smith,eve.smith@example.com,2022-06-30,REGULAR
CUST_CB007770,Charlie Brown,charlie.brown@example.com,2022-03-02,PREMIUM
CUST_48F7469E,Charlie Miller,charlie.miller@example.com,2024-06-25,REGULAR
CUST_893D26C7,John Doe,john.doe@example.com,2022-12-05,REGULAR
CUST_3B52DF9E,Henry Wilson,henry.wilson@example.com,2023-07-08,REGULAR
CUST_7714FB8F,Henry Brown,henry.brown@example.com,2024-11-21,PREMIUM
CUST_ABA2205C,Bob Miller,bob.miller@example.com,2023-09-14,PREMIUM
CUST_E9866DC1,Charlie Taylor,charlie.taylor@example.com,2024-07-30,REGULAR
CUST_2C195E2A,Alice Brown,alice.brown@example.com,2024-04-01,REGULAR
CUST_AC5CE186,Henry Davis,henry.davis@example.com,2020-01-02,REGULAR
CUST_2DB92B79,Henry Anderson,henry.anderson@example.com,2025-03-19,REGULAR
CUST_45273BEC,Frank Johnson,frank.johnson@example.com,2023-03-08,PREMIUM
CUST_9B008D39,Jane Brown,jane.brown@example.com,2022-07-09,REGULAR
CUST_754F6AED,Frank Anderson,frank.anderson@example.com,2020-10-25,PREMIUM
CUST_EA2F7E21,Bob Wilson,bob.wilson@example.com,2022-09-26,REGULAR
CUST_BCB010F2,Jane Wilson,jane.wilson@example.com,2025-10-22,REGULAR
CUST_9F6E7EA4,Jane Moore,jane.moore@example.com,2025-03-18,REGULAR
CUST_B8DAE159,Frank Anderson,frank.anderson@example.com,2025-08-29,REGULAR
CUST_D761EA49,Alice Moore,alice.moore@example.com,2022-10-09,PREMIUM
CUST_BDD714A6,Frank Brown,frank.brown@example.com,2020-11-13,REGULAR
CUST_39B9DDD7,Diana Taylor,diana.taylor@example.com,2021-09-09,REGULAR
CUST_785E9802,Bob Doe,bob.doe@example.com,2023-09-17,REGULAR
CUST_51AB2FA9,Eve Wilson,eve.wilson@example.com,2026-07-20,PREMIUM
CUST_67C38A29,Henry Wilson,henry.wilson@example.com,2023-12-11,PREMIUM
CUST_6A8A8C72,Eve Taylor,eve.taylor@example.com,2026-02-14,REGULAR
CUST_F9F74DED,Charlie Wilson,charlie.wilson@example.com,2024-05-11,PREMIUM
CUST_F8F555C4,Alice Moore,alice.moore@example.com,2025-12-27,REGULAR
CUST_D700CDB6,John Doe,john.doe@example.com,2021-07-09,REGULAR
CUST_55FB06D2,Diana Brown,diana.brown@example.com,2023-10-14,VIP
CUST_6F6AA385,Eve Davis,eve.davis@example.com,2025-04-10,REGULAR
CUST_8400F489,Diana Brown,diana.brown@example.com,2020-06-13,PREMIUM
CUST_132430CF,Henry Johnson,henry.johnson@example.com,2025-04-23,VIP
CUST_899C4BD1,Frank Davis,frank.davis@example.com,2021-11-18,PREMIUM
CUST_9A349393,Alice Davis,alice.davis@example.com,2020-04-15,VIP
CUST_ACC6A680,Eve Wilson,eve.wilson@example.com,2022-03-23,PREMIUM
CUST_C6F3690F,Bob Doe,bob.doe@example.com,2023-05-20,REGULAR
CUST_F473D893,Henry Smith,henry.smith@example.com,2024-10-20,REGULAR
CUST_7EA19C12,Diana Smith,diana.smith@example.com,2025-06-30,PREMIUM
CUST_726BA083,Frank Johnson,frank.johnson@example.com,2025-11-07,PREMIUM
CUST_A8CF783F,Grace Moore,grace.moore@example.com,2023-01-04,PREMIUM
CUST_1941F474,Jane Davis,jane.davis@example.com,2022-09-25,PREMIUM
CUST_9023B53B,Diana Smith,diana.smith@example.com,2023-08-24,REGULAR
CUST_783D4109,Charlie Miller,charlie.miller@example.com,2023-02-05,VIP
CUST_27F24EDC,Jane Brown,jane.brown@example.com,2025-06-24,PREMIUM
CUST_FBD15BD6,Frank Moore,frank.moore@example.com,2021-01-16,PREMIUM
CUST_579421CF,Charlie Anderson,charlie.anderson@example.com,2026-03-17,VIP
CUST_52F839BF,Grace Miller,grace.miller@example.com,2025-02-01,REGULAR
CUST_6E3735DA,Bob Miller,bob.miller@example.com,2026-01-03,REGULAR
CUST_D3A63E81,Frank Davis,frank.davis@example.com,2025-11-18,PREMIUM
CUST_BC5012CB,Charlie Brown,charlie.brown@example.com,2023-05-23,REGULAR
CUST_BCA3980A,John Smith,john.smith@example.com,2021-06-01,REGULAR
CUST_CDCF5B61,John Anderson,john.anderson@example.com,2025-05-14,VIP
CUST_5AF9A0B5,Charlie Moore,charlie.moore@example.com,2020-09-24,REGULAR
CUST_F0663B8A,John Johnson,john.johnson@example.com,2026-04-24,REGULAR
CUST_E083E926,Eve Anderson,eve.anderson@example.com,2022-07-13,VIP
CUST_227E0263,Charlie Anderson,charlie.anderson@example.com,2023-06-04,PREMIUM
CUST_36DC9187,Jane Brown,jane.brown@example.com,2022-12-19,REGULAR
CUST_16FCB642,Grace Doe,grace.doe@example.com,2024-07-31,REGULAR
CUST_6F8CCAEA,John Brown,john.brown@example.com,2023-03-04,REGULAR
CUST_79EC35C1,Bob Davis,bob.davis@example.com,2022-03-21,REGULAR
CUST_3587C2CF,Alice Davis,alice.davis@example.com,2020-10-19,REGULAR
CUST_F8E20DF2,Henry Davis,henry.davis@example.com,2025-04-03,REGULAR
CUST_92194860,Charlie Taylor,charlie.taylor@example.com,2024-11-28,PREMIUM
CUST_F2789EDE,Diana Anderson,diana.anderson@example.com,2021-01-09,PREMIUM
CUST_78227934,Henry Smith,henry.smith@example.com,2023-01-08,PREMIUM
CUST_733B8097,Frank Taylor,frank.taylor@example.com,2023-02-13,PREMIUM
CUST_3411728D,Frank Doe,frank.doe@example.com,2024-07-30,REGULAR
CUST_F8B7A191,Alice Miller,alice.miller@example.com,2025-07-22,PREMIUM
CUST_2CF1B61C,Grace Smith,grace.smith@example.com,2023-07-12,VIP
CUST_89A77F93,Eve Taylor,eve.taylor@example.com,2020-01-05,REGULAR
CUST_A8C5C0E0,John Brown,john.brown@example.com,2025-08-03,REGULAR
CUST_381336EA,Charlie Taylor,charlie.taylor@example.com,2023-03-25,REGULAR
CUST_9C6B00BC,John Anderson,john.anderson@example.com,2021-10-10,REGULAR
CUST_EBE21B55,Jane Brown,jane.brown@example.com,2021-04-09,PREMIUM
CUST_F9B25FC1,Frank Davis,frank.davis@example.com,2023-01-24,VIP
CUST_557F81BC,Bob Moore,bob.moore@example.com,2024-04-20,REGULAR
CUST_67FFE1C3,Alice Doe,alice.doe@example.com,2024-08-26,REGULAR
CUST_E78215FE,John Davis,john.davis@example.com,2026-08-01,PREMIUM
CUST_E47BA60D,Frank Taylor,frank.taylor@example.com,2023-09-23,REGULAR
CUST_0A1EEB99,Diana Brown,diana.brown@example.com,2022-09-05,PREMIUM
CUST_4E7FCB86,Eve Smith,eve.smith@example.com,2025-04-21,REGULAR
CUST_12F2424B,Alice Moore,alice.moore@example.com,2021-06-01,PREMIUM
CUST_1AA830FE,Frank Doe,frank.doe@example.com,2025-02-14,REGULAR
CUST_3C10E7CF,Alice Doe,alice.doe@example.com,2022-12-21,REGULAR
CUST_3678645B,Jane Miller,jane.miller@example.com,2025-12-25,PREMIUM
CUST_44E66D88,Frank Taylor,frank.taylor@example.com,2020-10-07,VIP
CUST_CAEB00A4,Bob Doe,bob.doe@example.com,2021-02-07,REGULAR
CUST_97E6108C,Alice Davis,alice.davis@example.com,2020-07-07,REGULAR
CUST_002598DB,Diana Wilson,diana.wilson@example.com,2025-12-15,PREMIUM
CUST_00785553,Alice Johnson,alice.johnson@example.com,2024-04-15,REGULAR
CUST_00AE6119,Henry Johnson,henry.johnson@example.com,2022-11-06,REGULAR
CUST_5DC82B3E,Frank Davis,frank.davis@example.com,2021-10-09,VIP
CUST_9668BF3F,Charlie Wilson,charlie.wilson@example.com,2025-02-14,PREMIUM
CUST_074ED049,Jane Brown,jane.brown@example.com,2024-01-10,REGULAR
CUST_341FBD74,Eve Davis,evedavisexample.com,2025-07-27,REGULAR
CUST_9D1A33AB,Diana Brown,diana.brown@example.com,2022-10-23,PREMIUM
CUST_9A83ADF2,Alice Doe,alice.doe@example.com,2020-06-10,REGULAR
CUST_08C9B6BC,Diana Johnson,diana.johnson@example.com,2023-04-23,REGULAR
CUST_4865F095,Alice Taylor,alice.taylor@example.com,2024-02-07,REGULAR
CUST_FFD9BD7C,Alice Davis,alice.davis@example.com,2025-05-27,REGULAR
CUST_6CF61C98,Jane Moore,jane.moore@example.com,2021-07-30,PREMIUM
CUST_FEF1E62F,Eve Taylor,eve.taylor@example.com,2024-06-04,REGULAR
CUST_9C3E512D,Diana Davis,diana.davis@example.com,2024-03-01,REGULAR
CUST_653A2E62,Henry Taylor,henry.taylor@example.com,2022-06-25,PREMIUM
CUST_E1417A34,Charlie Wilson,charlie.wilson@example.com,2020-07-04,REGULAR
CUST_8F909506,Bob Taylor,bob.taylor@example.com,2025-02-01,PREMIUM
CUST_6178D994,Grace Wilson,grace.wilson@example.com,2021-09-24,PREMIUM
CUST_871B9A60,Henry Wilson,henry.wilson@example.com,2023-02-19,REGULAR
CUST_B21F07DA,Frank Brown,frank.brown@example.com,2021-02-10,VIP
CUST_C5D53012,Diana Smith,diana.smith@example.com,2022-02-16,REGULAR
CUST_5BBF0BCB,Bob Anderson,bob.anderson@example.com,2020-07-26,PREMIUM
CUST_A7C41EE6,Bob Doe,bob.doe@example.com,2026-03-20,PREMIUM
CUST_CC067C68,Bob Miller,bob.miller@example.com,2020-01-12,VIP
CUST_E377CCF7,Grace Davis,grace.davis@example.com,2021-03-26,REGULAR
CUST_635E7F3B,Diana Brown,diana.brown@example.com,2020-03-05,REGULAR
CUST_F85AC197,Eve Taylor,eve.taylor@example.com,2020-09-17,REGULAR
CUST_0BD1F8DE,Henry Doe,henry.doe@example.com,2022-06-26,PREMIUM
CUST_19150D45,Grace Davis,grace.davis@example.com,2020-05-07,REGULAR
CUST_82254976,Jane Moore,jane.moore@example.com,2024-12-21,REGULAR
CUST_2D5E068E,Alice Doe,alice.doe@example.com,2026-07-25,REGULAR
CUST_2D7B749E,Henry Taylor,henry.taylor@example.com,2025-09-01,PREMIUM
CUST_13DF18F9,Jane Taylor,jane.taylor@example.com,2022-05-30,REGULAR
CUST_8A884734,Diana Moore,diana.moore@example.com,2021-01-24,PREMIUM
CUST_3BDE55D2,Diana Johnson,diana.johnson@example.com,2025-04-26,REGULAR
CUST_8F1DAE3C,Eve Doe,eve.doe@example.com,2024-03-06,REGULAR
CUST_4B617E68,Grace Taylor,grace.taylor@example.com,2021-05-15,PREMIUM
CUST_048A7409,Eve Smith,eve.smith@example.com,2023-07-03,REGULAR
CUST_156652D9,Alice Moore,alice.moore@example.com,2021-03-19,REGULAR
CUST_728B20B5,Charlie Anderson,charlie.anderson@example.com,2024-10-23,PREMIUM
CUST_9DF163DB,Grace Smith,grace.smith@example.com,2022-12-31,PREMIUM
CUST_B9C354CE,Charlie Miller,charlie.miller@example.com,2022-01-13,REGULAR
CUST_E3003DF6,Alice Smith,alice.smith@example.com,2025-12-12,REGULAR
CUST_CAE9513A,Alice Miller,alice.miller@example.com,2023-08-21,PREMIUM
CUST_D5BB153D,Alice Johnson,alice.johnson@example.com,2020-07-22,REGULAR
CUST_EEE51782,Eve Moore,eve.moore@example.com,2024-08-23,REGULAR
CUST_F10A1DA7,Diana Wilson,diana.wilson@example.com,2025-06-16,REGULAR
CUST_1B68F149,Eve Anderson,eve.anderson@example.com,2022-04-17,REGULAR
CUST_A1FBEF58,Charlie Davis,charlie.davis@example.com,2020-02-01,REGULAR
CUST_17524CEC,Eve Taylor,eve.taylor@example.com,2025-08-11,PREMIUM
CUST_5DB6A28F,Jane Wilson,jane.wilson@example.com,2020-06-22,VIP
CUST_36CD1590,Diana Anderson,diana.anderson@example.com,2024-07-14,REGULAR
CUST_D69A8B56,Eve Smith,eve.smith@example.com,2021-12-04,PREMIUM
CUST_5EC33E03,Diana Doe,diana.doe@example.com,2021-03-09,REGULAR
CUST_7A070872,Jane Wilson,jane.wilson@example.com,2023-10-22,REGULAR
CUST_8D8783E4,Grace Doe,grace.doe@example.com,2022-03-05,VIP
CUST_581C29A1,Alice Brown,alice.brown@example.com,2022-11-14,REGULAR
CUST_A5AE63D5,Jane Johnson,jane.johnson@example.com,2025-07-16,PREMIUM
CUST_DC98C6B8,Frank Anderson,frank.anderson@example.com,2023-08-16,REGULAR
CUST_636B9672,Frank Moore,frank.moore@example.com,2023-01-30,REGULAR
CUST_6DC23549,Charlie Moore,charlie.moore@example.com,2020-08-21,REGULAR
CUST_54AD6431,Jane Anderson,jane.anderson@example.com,2024-04-23,VIP
CUST_F5BE2485,John Moore,john.moore@example.com,2026-05-30,PREMIUM
CUST_96C6EF35,Grace Johnson,grace.johnson@example.com,2025-01-19,PREMIUM
CUST_67B66B8D,Jane Taylor,jane.taylor@example.com,2020-06-09,VIP
CUST_3FE001AE,Grace Taylor,grace.taylor@example.com,2024-01-30,REGULAR
CUST_65C30FDF,Diana Anderson,diana.anderson@example.com,2023-10-02,REGULAR
CUST_E77BA6BB,Eve Davis,eve.davis@example.com,2021-09-07,PREMIUM
CUST_0959A5C1,Diana Davis,diana.davis@example.com,2024-05-24,VIP
CUST_742CF7AB,Charlie Taylor,charlie.taylor@example.com,2023-09-07,PREMIUM
CUST_C92ED29B,Grace Doe,grace.doe@example.com,2024-09-30,REGULAR
CUST_DBB2A713,Alice Brown,alice.brown@example.com,2025-06-14,REGULAR
CUST_865CC90E,Charlie Doe,charlie.doe@example.com,2026-01-19,REGULAR
CUST_E4EA1C5E,Diana Anderson,diana.anderson@example.com,2024-03-23,PREMIUM
CUST_B08FA778,Henry Johnson,henry.johnson@example.com,2020-06-27,PREMIUM
CUST_7D0255BC,Frank Anderson,frank.anderson@example.com,2025-01-12,REGULAR
CUST_153E20FD,Frank Brown,frank.brown@example.com,2026-05-25,REGULAR
CUST_818F05B7,Eve Taylor,eve.taylor@example.com,2021-10-25,REGULAR
CUST_150FA23B,Charlie Smith,charlie.smith@example.com,2024-02-29,PREMIUM
CUST_B197D5A7,Grace Doe,grace.doe@example.com,2021-10-18,REGULAR
CUST_360C6B3F,Eve Doe,eve.doe@example.com,2022-06-28,VIP
CUST_CE5606E8,Eve Smith,eve.smith@example.com,2024-03-11,REGULAR
CUST_5793EF3E,John Miller,john.miller@example.com,2023-10-05,REGULAR
CUST_1AABA97C,Frank Johnson,frank.johnson@example.com,2025-04-05,VIP
CUST_3CEE2B41,John Davis,john.davis@example.com,2021-09-04,REGULAR
CUST_904FCB6A,Jane Davis,jane.davis@example.com,2021-05-14,PREMIUM
CUST_36D8BEFF,Henry Moore,henry.moore@example.com,2025-08-09,PREMIUM
CUST_2260A1D6,Henry Brown,henry.brown@example.com,2023-04-08,REGULAR
CUST_51B44761,Henry Wilson,henry.wilson@example.com,2020-12-16,VIP
CUST_BEDD33FB,Grace Taylor,grace.taylor@example.com,2025-09-10,PREMIUM
CUST_5059B622,John Wilson,john.wilson@example.com,2022-11-04,PREMIUM
CUST_A9D20E82,Diana Brown,diana.brown@example.com,2021-02-28,REGULAR
CUST_B88E7A38,John Miller,john.miller@example.com,2021-12-18,REGULAR
CUST_601F7C02,Alice Johnson,alice.johnson@example.com,2025-02-17,REGULAR
CUST_3BA5B9AE,Bob Smith,bob.smith@example.com,2023-06-24,REGULAR
CUST_D8077CD5,Charlie Smith,charlie.smith@example.com,2022-02-21,PREMIUM
CUST_9086E4DC,Diana Davis,diana.davis@example.com,2024-02-16,PREMIUM
CUST_137E9E40,Eve Miller,eve.miller@example.com,2025-07-25,VIP
CUST_A233A920,Grace Davis,grace.davis@example.com,2024-10-04,VIP
CUST_3EDFA66D,Alice Taylor,alice.taylor@example.com,2021-02-24,REGULAR
CUST_5F8CB42D,Frank Anderson,frank.anderson@example.com,2021-11-13,REGULAR
CUST_42BE7667,Diana Anderson,diana.anderson@example.com,2023-01-29,REGULAR
CUST_03F458E4,Eve Miller,eve.miller@example.com,2021-10-17,PREMIUM
CUST_41BC020C,Frank Smith,frank.smith@example.com,2022-08-24,REGULAR
CUST_7750C76C,Henry Smith,henry.smith@example.com,2025-01-16,PREMIUM
CUST_B2289CF5,Henry Johnson,henry.johnson@example.com,2024-06-18,REGULAR
CUST_B7FFFD3A,Jane Smith,jane.smith@example.com,2025-08-06,REGULAR
CUST_E5AABDEB,Charlie Davis,charlie.davis@example.com,2022-05-28,VIP
CUST_5DB05C10,Frank Brown,frank.brown@example.com,2020-10-30,PREMIUM
CUST_FDAD4109,Jane Miller,jane.miller@example.com,2020-09-22,PREMIUM
CUST_1DBE18BB,Alice Johnson,alice.johnson@example.com,2025-09-14,PREMIUM
CUST_80F5C91E,Bob Moore,bob.moore@example.com,2026-03-19,PREMIUM
CUST_09E75661,Grace Johnson,grace.johnson@example.com,2020-12-19,VIP
CUST_55D95FA7,Frank Taylor,frank.taylor@example.com,2024-08-04,VIP
CUST_3C8882E2,Jane Moore,jane.moore@example.com,2025-10-20,PREMIUM
CUST_FCA7FD53,Grace Anderson,grace.anderson@example.com,2021-06-12,PREMIUM
CUST_5938B5FB,Jane Taylor,jane.taylor@example.com,2021-11-05,PREMIUM
CUST_2149D42F,Diana Taylor,diana.taylor@example.com,2020-11-19,VIP
CUST_EEE22908,Charlie Johnson,charlie.johnson@example.com,2025-12-25,REGULAR
CUST_8B1D0071,Henry Johnson,henry.johnson@example.com,2023-10-14,PREMIUM
CUST_864670D9,Jane Smith,jane.smith@example.com,2026-06-20,PREMIUM
CUST_9C9B56E9,Eve Anderson,eve.anderson@example.com,2025-08-01,PREMIUM
CUST_AA308825,Charlie Moore,charlie.moore@example.com,2024-07-21,PREMIUM
CUST_9A59D976,Alice Moore,alice.moore@example.com,2025-03-17,REGULAR
CUST_78F3B3D6,Diana Miller,diana.miller@example.com,2021-06-19,REGULAR
CUST_4E57B612,Bob Moore,bob.moore@example.com,2025-01-15,REGULAR
CUST_427BA43E,Eve Anderson,eve.anderson@example.com,2021-10-16,PREMIUM
CUST_408CA081,Bob Johnson,bob.johnson@example.com,2025-10-09,REGULAR
CUST_F8D50EA0,John Doe,john.doe@example.com,2025-09-01,REGULAR
CUST_01226E8B,John Smith,john.smith@example.com,2025-04-11,PREMIUM
CUST_5C6C1E05,Eve Johnson,eve.johnson@example.com,2024-02-07,REGULAR
CUST_5FAF5DC3,Henry Taylor,henry.taylor@example.com,2026-03-16,REGULAR
CUST_92E29F5B,Grace Davis,grace.davis@example.com,2021-05-01,REGULAR
CUST_604D997E,Diana Taylor,diana.taylor@example.com,2021-08-13,REGULAR
CUST_45A17107,John Smith,john.smith@example.com,2023-09-26,REGULAR
CUST_C5E41F4E,Grace Johnson,grace.johnson@example.com,2023-07-28,PREMIUM
CUST_B09993E6,Charlie Anderson,charlie.anderson@example.com,2025-09-18,REGULAR
CUST_9D2F4119,Frank Smith,frank.smith@example.com,2021-03-24,PREMIUM
CUST_325EFC7F,John Anderson,john.anderson@example.com,2026-06-27,REGULAR
CUST_ACB2559B,Frank Johnson,frank.johnson@example.com,2024-04-06,REGULAR
CUST_86A9446C,Henry Doe,henry.doe@example.com,2024-12-11,REGULAR
CUST_29DE2F79,Bob Wilson,bob.wilson@example.com,2025-04-15,PREMIUM
CUST_482F4DA8,Grace Brown,grace.brown@example.com,2025-05-13,VIP
CUST_8808BB5B,Frank Taylor,frank.taylor@example.com,2023-12-22,PREMIUM
CUST_792EB897,Charlie Anderson,charlie.anderson@example.com,2022-10-06,REGULAR
CUST_699F2469,Charlie Davis,charlie.davis@example.com,2025-06-25,REGULAR
CUST_CD13A7FC,Charlie Davis,charlie.davis@example.com,2026-02-02,PREMIUM
CUST_881FBEC9,Alice Davis,alice.davis@example.com,2020-11-19,PREMIUM
CUST_1218A541,Frank Brown,frank.brown@example.com,2026-01-15,PREMIUM
CUST_83A15B7A,Alice Doe,alice.doe@example.com,2026-07-31,PREMIUM
CUST_96ED22D7,Grace Brown,grace.brown@example.com,2020-08-03,PREMIUM
CUST_935A9A7C,Jane Johnson,janejohnsonexample.com,2024-07-24,PREMIUM
CUST_F48D0F6B,Frank Brown,frank.brown@example.com,2023-03-22,REGULAR
CUST_27B26E17,Jane Anderson,jane.anderson@example.com,2020-06-01,PREMIUM
CUST_2ACBC690,John Wilson,john.wilson@example.com,2022-02-02,REGULAR
CUST_2D19B663,John Smith,john.smith@example.com,2021-03-15,VIP
CUST_073CF02D,Grace Taylor,grace.taylor@example.com,2021-07-03,REGULAR
CUST_C5A07E88,Jane Miller,jane.miller@example.com,2025-02-22,REGULAR
CUST_2858904E,Diana Davis,diana.davis@example.com,2022-03-02,PREMIUM
CUST_2998867D,Eve Wilson,eve.wilson@example.com,2020-12-21,REGULAR
CUST_E35DAFE4,Alice Moore,alice.moore@example.com,2022-10-13,REGULAR
CUST_185AB40B,Charlie Miller,charlie.miller@example.com,2026-06-04,REGULAR
CUST_D5C2C94D,Bob Smith,bob.smith@example.com,2025-03-21,PREMIUM
CUST_9C58DF4C,Charlie Doe,charlie.doe@example.com,2023-04-23,REGULAR
CUST_D4C42831,Alice Moore,alice.moore@example.com,2024-03-10,VIP
CUST_D649ACD1,Grace Brown,grace.brown@example.com,2020-12-01,PREMIUM
CUST_B19FD460,Jane Anderson,jane.anderson@example.com,2026-02-21,REGULAR
CUST_061472EE,Alice Miller,alice.miller@example.com,2024-12-14,PREMIUM
CUST_05CC6ACA,Frank Doe,frank.doe@example.com,2024-12-29,REGULAR
CUST_B2332B95,Frank Anderson,frank.anderson@example.com,2025-03-08,PREMIUM
CUST_979F17D9,Eve Davis,eve.davis@example.com,2022-06-11,REGULAR
CUST_8CC20492,Jane Taylor,jane.taylor@example.com,2020-10-09,REGULAR
CUST_90DD91D3,Alice Wilson,alice.wilson@example.com,2024-04-15,VIP
CUST_BCF276BD,Eve Doe,eve.doe@example.com,2026-01-17,REGULAR
CUST_D92B7280,Alice Taylor,alice.taylor@example.com,2021-06-05,REGULAR
CUST_F5E1CBF8,John Davis,john.davis@example.com,2026-02-08,PREMIUM
CUST_931305E3,Bob Moore,bob.moore@example.com,2023-02-03,PREMIUM
CUST_D0F4274F,Jane Smith,jane.smith@example.com,2024-09-13,PREMIUM
CUST_F8E73881,John Brown,john.brown@example.com,2021-02-17,REGULAR
CUST_2AE8A0BA,John Brown,john.brown@example.com,2024-07-05,REGULAR
CUST_2AD77F4C,John Johnson,john.johnson@example.com,2023-03-30,PREMIUM
CUST_868A379E,Diana Anderson,diana.anderson@example.com,2023-08-06,REGULAR
CUST_FA85496A,Grace Brown,grace.brown@example.com,2023-02-01,PREMIUM
CUST_51082292,Alice Wilson,alice.wilson@example.com,2020-07-11,REGULAR
CUST_7ECA7657,Grace Miller,grace.miller@example.com,2024-07-30,REGULAR
CUST_5AE279A2,Grace Moore,grace.moore@example.com,2022-07-12,REGULAR
CUST_16274BA7,Frank Smith,frank.smith@example.com,2024-09-02,REGULAR
CUST_58126494,Charlie Brown,charlie.brown@example.com,2020-11-19,REGULAR
CUST_A6D4CA9A,Bob Smith,bob.smith@example.com,2020-06-10,PREMIUM
CUST_1135A52D,Grace Brown,grace.brown@example.com,2023-09-25,REGULAR
CUST_F9895248,Bob Doe,bob.doe@example.com,2025-05-15,PREMIUM
CUST_63EC8F4F,Eve Brown,eve.brown@example.com,2023-03-05,PREMIUM
CUST_6BA810F9,Charlie Davis,charlie.davis@example.com,2025-07-29,VIP
